Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
1505393-21.2016.8.26.0566;São Carlos;SP;Casa;Rua J, Lote 5176A, Quadra 142, Loteamento Cidade Aracy, São Carlos, SP;R$145.000,00;50%;04/05/2026;29/05/2026;R$ 72.500,00;R$ 2.175,00;R$ 3.625,00;R$ 3.625,00;R$ 3.625,00;R$ 85.550,00;R$ 59.450,00;69,49%;75;AMARELO
1001744-29.2023.5.02.0033;São Paulo;SP;Imóvel;Rua Guaiçara, 202, Nossa Senhora do Ó, São Paulo/SP;R$142.714,28;40%;25/06/2026;25/06/2026;R$ 57.085,71;R$ 1.712,57;R$ 2.854,29;R$ 2.854,29;R$ 2.854,29;R$ 67.361,14;R$ 75.353,14;111,86%;55;VERMELHO
1001309-12.2016.5.02.0062;Araraquara;SP;Veículos;Av. Nabor Rodrigues dos Santos, 289, Jardim dos Manacás, Araraquara/SP;R$136.000,00;50%;23/06/2026;23/06/2026;R$ 68.000,00;R$ 2.040,00;R$ 3.400,00;R$ 3.400,00;R$ 3.400,00;R$ 80.240,00;R$ 55.760,00;69,49%;70;AMARELO
0186892-86.2011.8.13.0521;Ponte Nova;MG;Veículo;ZR. Lavras, 00, Guaraciaba/MG;R$132.530,00;50%;01/04/2026;01/04/2026;R$ 66.265,00;R$ 1.987,95;R$ 3.313,25;R$ 3.313,25;R$ 3.313,25;R$ 78.192,70;R$ 54.337,30;69,49%;65;AMARELO
0010366-27.2024.5.03.0074;Ponte Nova;MG;Bens industriais/materiais;Fazenda da Vidraça, s/n, Zona Rural, Teixeiras/MG;R$130.738,00;50%;02/04/2026;25/06/2026;R$ 65.369,00;R$ 1.961,07;R$ 3.268,45;R$ 3.268,45;R$ 3.268,45;R$ 77.135,42;R$ 53.602,58;69,49%;85;VERDE
0010366-27.2024.5.03.0074;Ponte Nova;MG;Bens Móveis Industriais;Fazenda da Vidraça, s/n, Zona Rural, Teixeiras/MG;R$130.738,00;50%;02/04/2026;25/06/2026;R$ 65.369,00;R$ 1.961,07;R$ 3.268,45;R$ 3.268,45;R$ 3.268,45;R$ 77.135,42;R$ 53.602,58;69,49%;85;VERDE
0000827-93.2024.5.12.0039;Blumenau;SC;Vaga de Garagem/Depósito;Rua Frederico Guilherme Busch, nº 222, Jardim Blumenau;R$130.000,00;60%;19/05/2026;26/05/2026;R$ 78.000,00;R$ 2.340,00;R$ 3.900,00;R$ 3.900,00;R$ 3.900,00;R$ 92.040,00;R$ 37.960,00;41,24%;10;VERMELHO
0000366-07.2024.5.05.0431;VALENCA;BA;Veículo automotor;RUA OLDACK NASCIMENTO, 80, Sala B, Graça - VALENCA - BA;R$120.000,00;50%;05/05/2026;15/09/2026;R$ 60.000,00;R$ 1.800,00;R$ 3.000,00;R$ 3.000,00;R$ 3.000,00;R$ 70.800,00;R$ 49.200,00;69,49%;90;VERDE
5005715-73.2022.8.13.0342;Ituiutaba;MG;Lote de terreno urbano;Rua RD-51, lado par, distante 54,80 metros do início da confluência da Rua RD-51 com a Avenida Arlindo Maximiano Almeida, pertencente à quadra n° 11 do Bairro Residencial Drummond II;R$120.000,00;50%;11/05/2026;11/05/2026;R$ 60.000,00;R$ 1.800,00;R$ 3.000,00;R$ 3.000,00;R$ 3.000,00;R$ 70.800,00;R$ 49.200,00;69,49%;15;VERMELHO
0010342-05.2024.5.03.0169;CONCEIÇÃO DA APARECIDA;MG;Casa;Rua Pedro Augusto de Lima, 174, Centro, CONCEIÇÃO DA APARECIDA/MG - CEP: 37148-000;R$120.000,00;60%;27/04/2026;25/06/2026;R$ 72.000,00;R$ 2.160,00;R$ 3.600,00;R$ 3.600,00;R$ 3.600,00;R$ 84.960,00;R$ 35.040,00;41,24%;75;AMARELO
0011970-13.2018.8.13.0427;Montalvânia;MG;Gleba de terras;Fazenda Inhumas, São Matias, Montalvânia/MG - CEP: 39495-000;R$117.847,99;50%;24/04/2026;06/05/2026;R$ 58.924,00;R$ 1.767,72;R$ 2.946,20;R$ 2.946,20;R$ 2.946,20;R$ 69.530,31;R$ 48.317,68;69,49%;60;AMARELO
1034139-23.2021.8.26.0002;São Paulo;SP;Veículo;AV. Rio Branco n°954C, Campos Elísios, São Paulo – SP;R$115.610,00;60%;30/03/2026;28/04/2026;R$ 69.366,00;R$ 2.080,98;R$ 3.468,30;R$ 3.468,30;R$ 3.468,30;R$ 81.851,88;R$ 33.758,12;41,24%;80;VERDE
0781286-50.2000.8.13.0024;Belo Horizonte;MG;Vaga de Garagem;Rua Pernambuco n° 353 e Avenida Brasil n° 1466, 1474,1484, 1492 e 1500, Savassi;R$104.803,71;50%;13/03/2026;29/04/2026;R$ 52.401,86;R$ 1.572,06;R$ 2.620,09;R$ 2.620,09;R$ 2.620,09;R$ 61.834,19;R$ 42.969,52;69,49%;70;AMARELO
0174841-88.2016.8.13.0223;Divinópolis;MG;Veículo;Rua Bananal, 539, Santo Antônio;R$100.770,00;50%;13/03/2026;30/04/2026;R$ 50.385,00;R$ 1.511,55;R$ 2.519,25;R$ 2.519,25;R$ 2.519,25;R$ 59.454,30;R$ 41.315,70;69,49%;80;VERDE
0004000-26.2025.8.16.0170;Toledo;PR;Motocicleta;Av. Sen. Attilio Fontana, 4551 - Jardim Bressan;R$90.000,00;50%;04/05/2026;14/05/2026;R$ 45.000,00;R$ 1.350,00;R$ 2.250,00;R$ 2.250,00;R$ 2.250,00;R$ 53.100,00;R$ 36.900,00;69,49%;80;VERDE
0000338-06.2024.5.06.0142;JABOATAO DOS GUARARAPES;PE;Outros;ESTRADA DA BATALHA, 1889, JARDIM JORDAO, JORGINHO DAS BATERIAS, JABOATAO DOS GUARARAPES/PE, CEP 54315-570;R$89.620,00;50%;16/03/2026;29/06/2026;R$ 44.810,00;R$ 1.344,30;R$ 2.240,50;R$ 2.240,50;R$ 2.240,50;R$ 52.875,80;R$ 36.744,20;69,49%;50;VERMELHO
0000338-06.2024.5.06.0142;JABOATAO DOS GUARARAPES;PE;Bens Móveis;ESTRADA DA BATALHA, 1889, JARDIM JORDAO, JABOATAO DOS GUARARAPES/PE;R$89.620,00;50%;13/03/2026;29/06/2026;R$ 44.810,00;R$ 1.344,30;R$ 2.240,50;R$ 2.240,50;R$ 2.240,50;R$ 52.875,80;R$ 36.744,20;69,49%;85;VERDE
0000338-06.2024.5.06.0142;JABOATAO DOS GUARARAPES;PE;Bem Móvel;ESTRADA DA BATALHA, 1889, JARDIM JORDAO, JORGINHO DAS BATERIAS, JABOATAO DOS GUARARAPES, PE, CEP: 54315-570;R$89.620,00;50%;29/06/2026;29/06/2026;R$ 44.810,00;R$ 1.344,30;R$ 2.240,50;R$ 2.240,50;R$ 2.240,50;R$ 52.875,80;R$ 36.744,20;69,49%;85;VERDE
0000338-06.2024.5.06.0142;JABOATAO DOS GUARARAPES;PE;Bens Móveis;ESTRADA DA BATALHA, 1889, JARDIM JORDAO, JORGINHO DAS BATERIAS;R$89.620,00;50%;13/03/2026;29/06/2026;R$ 44.810,00;R$ 1.344,30;R$ 2.240,50;R$ 2.240,50;R$ 2.240,50;R$ 52.875,80;R$ 36.744,20;69,49%;85;VERDE
5006074-91.2022.8.13.0481;Patrocínio;MG;Motocicleta;Rua Governador Valadares, 170, Dona Diva;R$86.000,00;50%;06/05/2026;06/05/2026;R$ 43.000,00;R$ 1.290,00;R$ 2.150,00;R$ 2.150,00;R$ 2.150,00;R$ 50.740,00;R$ 35.260,00;69,49%;55;VERMELHO
0424092-11.2005.8.13.0439;Muriaé;MG;Casa;Rua Getúlio Vargas, nº 435, bairro da Barra, Muriaé, MG;R$85.714,28;50%;17/03/2026;19/03/2026;R$ 42.857,14;R$ 1.285,71;R$ 2.142,86;R$ 2.142,86;R$ 2.142,86;R$ 50.571,43;R$ 35.142,85;69,49%;30;VERMELHO
0000725-51.2015.8.11.0108;Itanhangá;MT;Motocicleta;Rua Nova Maringá, 27, Cidade Alta;R$60.000,00;60%;15/05/2026;02/06/2026;R$ 36.000,00;R$ 1.080,00;R$ 1.800,00;R$ 1.800,00;R$ 1.800,00;R$ 42.480,00;R$ 17.520,00;41,24%;70;AMARELO
1001986-30.2024.5.02.0040;São Paulo;SP;Bens Móveis;Rua Silva Bueno, nº 1437, Ipiranga, São Paulo/SP.;R$25.000,00;20%;25/06/2026;25/06/2026;R$ 5.000,00;R$ 150,00;R$ 250,00;R$ 250,00;R$ 250,00;R$ 5.900,00;R$ 19.100,00;323,73%;85;VERDE
0030666-38.2025.8.16.0017;Maringá;PR;Veículo (Sucata);AVENIDA MANDACARU, 560 - Jardim Progresso – MARINGÁ;R$3.000,00;50%;15/04/2026;29/04/2026;R$ 1.500,00;R$ 45,00;R$ 75,00;R$ 75,00;R$ 75,00;R$ 1.770,00;R$ 1.230,00;69,49%;5;VERMELHO
0704081-94.2024.8.07.0015;Brasília;DF;Não especificado;Não especificado;R$-;50%;Não especificado;Não especificado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0016194-78.2016.5.16.0023;Imperatriz;MA;N/D;N/D;R$-;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;100;VERMELHO
5007223-97.2025.8.13.0035;ARAGUARI;MG;Veículo;N/D;R$-;50%;13/03/2026;13/03/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;15;VERMELHO
0010008-47.2015.5.03.0181;Belo Horizonte;MG;Imóvel;Não informado no edital;R$-;50%;Não informado no edital;Não informado no edital;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;100;VERMELHO
0001919-88.2014.5.03.0013;BELO HORIZONTE;MG;Não informado;Não informado;R$-;50%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0001919-88.2014.5.03.0013;BELO HORIZONTE;MG;Não informado;Não informado;R$-;50%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0001919-88.2014.5.03.0013;BELO HORIZONTE;MG;N/D;N/D;R$-;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
5000979-84.2021.8.13.0394;MANHUAÇU;MG;Veículo;N/D;R$-;50%;06/04/2026;13/04/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;45;VERMELHO
0001190-07.2017.5.09.0008;CURITIBA;PR;Veículo;N/D;R$-;50%;26/02/2026;26/02/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
0000432-82.2025.5.09.0643;Palmas;PR;Bens Móveis;Avenida Marechal Deodoro, 2038/2088, Obra Sesc/Senac, São José, Palmas/PR – CEP: 85691-082;R$-;50%;01/07/2026;01/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0100061-60.2024.5.01.0522;Mangaratiba;RJ;Apartamento;Apartamento nº 104, Bloco 03, pavimento térreo, Condomínio Condado Aldeia dos Reis, Avenida A, Lote 01, Quadra A, Loteamento Aldeia dos Reis, Sahy, Mangaratiba/RJ;R$-;50%;27/04/2026;28/04/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;45;VERMELHO
1005410-57.2024.8.26.0462;Poá;SP;Casa;Rua União, 896, Casa 41, Condomínio Altos de Poá;R$-;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0080800-03.2009.5.02.0007;São Paulo;SP;Não informado;Não informado;R$-;50%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1000732-27.2021.5.02.0040;São Paulo;SP;Apartamento;N/D;R$-;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;15;VERMELHO
0101034-43.2023.5.01.0039;Rio de Janeiro;RJ;Imóvel;RUA COSTA FERREIRA, 7, CENTRO;R$-;60%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;65;AMARELO
0101034-43.2023.5.01.0039;RIO DE JANEIRO;RJ;Imóvel Urbano;RUA COSTA FERREIRA, 7, CENTRO, RIO DE JANEIRO/RJ;R$-;60%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO
;;;;;;;;;;;;;;;;;;
