Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0000959-06.2024.5.10.0105;Taguatinga;DF;Bens Móveis;QNP 09, CJ B, CASA 13 - CEILÂNDIA/DF;R$ 501.000,00;50%;25/03/2026;07/04/2026;R$ 250.500,00;R$ 7.515,00;R$ 12.525,00;R$ 12.525,00;R$ 12.525,00;R$ 295.590,00;R$ 205.410,00;69,49%;85;VERDE
5000269-15.2022.8.13.0205;Cristina;MG;Fração de Imóvel Misto;Rua Governador Valadares, nº 34, Centro, Cristina/MG;R$ 375.000,00;50%;23/03/2026;23/03/2026;R$ 187.500,00;R$ 5.625,00;R$ 9.375,00;R$ 9.375,00;R$ 9.375,00;R$ 221.250,00;R$ 153.750,00;69,49%;45;VERMELHO
0100260-51.2021.5.01.0243;Niterói;RJ;Veículo;Rua do Barão Amazonas, nº 215, Loja, Centro;R$ 325.610,00;50%;12/05/2026;19/05/2026;R$ 162.805,00;R$ 4.884,15;R$ 8.140,25;R$ 8.140,25;R$ 8.140,25;R$ 192.109,90;R$ 133.500,10;69,49%;40;VERMELHO
1002081-76.2023.5.02.0434;Santo André;SP;Bens Móveis;Avenida Andrade Neves, 48 - Vila Helena - Santo André/SP;R$ 275.400,00;20%;25/06/2026;25/06/2026;R$ 55.080,00;R$ 1.652,40;R$ 2.754,00;R$ 2.754,00;R$ 2.754,00;R$ 64.994,40;R$ 210.405,60;323,73%;90;VERDE
0001155-66.2021.5.06.0242;GOIANA;PE;Terreno;Lote de terreno nº. 04 da quadra 'P', Loteamento Marinas de Ponta de Pedra;R$ 250.000,00;60%;18/03/2026;27/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;80;VERDE
0001155-66.2021.5.06.0242;GOIANA;PE;Lote de terreno;Lote de terreno nº. 04 da quadra “P”, Loteamento Marinas de Ponta de Pedra;R$ 250.000,00;60%;18/03/2026;27/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;80;VERDE
0001155-66.2021.5.06.0242;GOIANA;PE;Terreno;Lote de terreno nº 04, quadra P, Loteamento Marinas de Ponta de Pedra;R$ 250.000,00;60%;18/03/2026;27/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;90;VERDE
0001155-66.2021.5.06.0242;GOIANA;PE;Lote de terreno;Loteamento Marinas de Ponta de Pedra, GOIANA, PE;R$ 250.000,00;60%;17/03/2026;27/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;80;VERDE
0001155-66.2021.5.06.0242;GOIANA;PE;Lote de terreno;Lote de terreno nº 04, quadra P, Loteamento Marinas de Ponta de Pedra;R$ 250.000,00;60%;18/03/2026;27/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;55;VERMELHO
0001155-66.2021.5.06.0242;GOIANA;PE;Terreno;Lote de terreno nº. 04 da quadra “ P ”, Loteamento Marinas de Ponta de Pedra;R$ 250.000,00;60%;18/03/2026;27/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;80;VERDE
0001155-66.2021.5.06.0242;GOIANA;PE;Terreno;Lote de terreno nº. 04 da quadra “ P ”, no Loteamento Marinas de Ponta de Pedra, Goiana/PE;R$ 250.000,00;60%;18/03/2026;27/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;80;VERDE
0001155-66.2021.5.06.0242;GOIANA;PE;Lote de terreno;Lote de terreno nº 04 da quadra P, Loteamento Marinas de Ponta de Pedra;R$ 250.000,00;60%;18/03/2026;27/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;80;VERDE
5009383-64.2022.8.13.0338;ITAÚNA;MG;Veículo;Rua Mário José da Silva, 18, Morada Nova, Itaúna/MG;R$ 250.000,00;60%;01/04/2026;24/06/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;45;VERMELHO
0101290-19.2024.5.01.0243;Niterói;RJ;Equipamento Hospitalar;Rua Presidente Pedreira, nº 20, Ingá, Niterói/RJ;R$ 235.000,00;50%;12/05/2026;19/05/2026;R$ 117.500,00;R$ 3.525,00;R$ 5.875,00;R$ 5.875,00;R$ 5.875,00;R$ 138.650,00;R$ 96.350,00;69,49%;90;VERDE
1002081-76.2023.5.02.0434;Santo André;SP;Bens Móveis;Avenida Andrade Neves, 48 - Vila Helena - Santo André/SP;R$ 192.163,00;20%;25/06/2026;25/06/2026;R$ 38.432,60;R$ 1.152,98;R$ 1.921,63;R$ 1.921,63;R$ 1.921,63;R$ 45.350,47;R$ 146.812,53;323,73%;85;VERDE
0112400-16.1994.5.01.0421;Santo Antonio De Padua;RJ;Caminhão;Rua Deomario Jaegger, 176, 17, Santo Antonio De Pádua, Santo Antonio De Padua/RJ - CEP: 28470-000;R$ 150.000,00;40%;27/04/2026;28/04/2026;R$ 60.000,00;R$ 1.800,00;R$ 3.000,00;R$ 3.000,00;R$ 3.000,00;R$ 70.800,00;R$ 79.200,00;111,86%;20;VERMELHO
0112400-16.1994.5.01.0421;Rio de Janeiro;RJ;Veículo (Caminhão);Local de guarda não especificado;R$ 150.000,00;50%;27/04/2026;28/04/2026;R$ 75.000,00;R$ 2.250,00;R$ 3.750,00;R$ 3.750,00;R$ 3.750,00;R$ 88.500,00;R$ 61.500,00;69,49%;50;VERMELHO
0002959-98.2019.8.16.0181;Flor da Serra do Sul;PR;Veículo;Não se aplica;R$ 125.000,00;50%;16/04/2026;12/05/2026;R$ 62.500,00;R$ 1.875,00;R$ 3.125,00;R$ 3.125,00;R$ 3.125,00;R$ 73.750,00;R$ 51.250,00;69,49%;60;AMARELO
0007714-20.2023.8.26.0482;Presidente Prudente;SP;Veículo;Rua Wilian Edy Tedros, 60;R$ 120.000,00;50%;06/04/2026;28/04/2026;R$ 60.000,00;R$ 1.800,00;R$ 3.000,00;R$ 3.000,00;R$ 3.000,00;R$ 70.800,00;R$ 49.200,00;69,49%;75;AMARELO
5001240-23.2021.8.13.0338;ITAÚNA;MG;Veículo;Rua Adelina Gomes da Silva, 52, Leonani, Itaúna/MG;R$ 115.000,00;60%;01/04/2026;24/06/2026;R$ 69.000,00;R$ 2.070,00;R$ 3.450,00;R$ 3.450,00;R$ 3.450,00;R$ 81.420,00;R$ 33.580,00;41,24%;40;VERMELHO
5010816-71.2024.8.13.0035;Aracaju;SE;Bens Móveis;Rua Itabaiana, 864, São José, Aracaju/SE;R$ 111.400,00;60%;02/04/2026;28/05/2026;R$ 66.840,00;R$ 2.005,20;R$ 3.342,00;R$ 3.342,00;R$ 3.342,00;R$ 78.871,20;R$ 32.528,80;41,24%;75;AMARELO
0000185-26.2026.5.08.0116;PARAGOMINAS;PA;Bens Móveis;RUA BARAO ARARUNA, S/N, Estádio Arena do Município Verde, sala 01, PROMISSAO;R$ 90.500,00;75%;08/04/2026;08/04/2026;R$ 67.875,00;R$ 2.036,25;R$ 3.393,75;R$ 3.393,75;R$ 3.393,75;R$ 80.092,50;R$ 10.407,50;12,99%;70;AMARELO
0000662-22.2024.5.06.0004;RECIFE;PE;Máquina/Equipamento;Rua Doutor João Coimbra, 258, Madalena, RECIFE/PE, CEP: 50610-310;R$ 80.000,00;50%;17/03/2026;13/07/2026;R$ 40.000,00;R$ 1.200,00;R$ 2.000,00;R$ 2.000,00;R$ 2.000,00;R$ 47.200,00;R$ 32.800,00;69,49%;90;VERDE
1002081-76.2023.5.02.0434;Santo André;SP;Bens Móveis;Avenida Andrade Neves, 48 - Vila Helena;R$ 72.783,00;20%;25/06/2026;25/06/2026;R$ 14.556,60;R$ 436,70;R$ 727,83;R$ 727,83;R$ 727,83;R$ 17.176,79;R$ 55.606,21;323,73%;95;VERDE
5006347-79.2025.8.13.0056;Barbacena;MG;Motocicleta;Pátio Itajuru - Rua Lucindo Tonholo, 00, Km 693 ¿ BR-040, Bairro Margaridas, Barbacena/MG;R$ 70.000,00;60%;06/05/2026;28/05/2026;R$ 42.000,00;R$ 1.260,00;R$ 2.100,00;R$ 2.100,00;R$ 2.100,00;R$ 49.560,00;R$ 20.440,00;41,24%;35;VERMELHO
2852247-59.2012.8.13.0024;Juiz de Fora;MG;Veículo;Rua Acácio Soares da Costa, 33, Bandeirantes, Juiz de Fora - MG;R$ 49.000,00;60%;17/03/2026;30/04/2026;R$ 29.400,00;R$ 882,00;R$ 1.470,00;R$ 1.470,00;R$ 1.470,00;R$ 34.692,00;R$ 14.308,00;41,24%;20;VERMELHO
0001626-62.2026.8.16.0021;Cascavel;PR;Motocicleta;Rua da Bandeira, n° 1301, Centro, Cascavel/PR;R$ 45.000,00;80%;04/05/2026;14/05/2026;R$ 36.000,00;R$ 1.080,00;R$ 1.800,00;R$ 1.800,00;R$ 1.800,00;R$ 42.480,00;R$ 2.520,00;5,93%;30;VERMELHO
0734017-46.2023.8.07.0001;Brasília;DF;Bens Móveis;N/D;R$ 40.000,00;60%;28/04/2026;30/04/2026;R$ 24.000,00;R$ 720,00;R$ 1.200,00;R$ 1.200,00;R$ 1.200,00;R$ 28.320,00;R$ 11.680,00;41,24%;90;VERDE
0734017-46.2023.8.07.0001;Brasília;DF;Bens Móveis (Cadeira de massagem e Televisões);Em poder de FERNANDA COIMBRA MAIA;R$ 40.000,00;60%;28/04/2026;30/04/2026;R$ 24.000,00;R$ 720,00;R$ 1.200,00;R$ 1.200,00;R$ 1.200,00;R$ 28.320,00;R$ 11.680,00;41,24%;70;AMARELO
0011093-31.2015.5.01.0082;Rio de Janeiro;RJ;Móveis;Rua Campo de São Cristóvão (Feira de Tradições Nordestinas – Gonzagão), na rua interna Piauí, A59 - A 60, em São Cristóvão, Rio De Janeiro/RJ - CEP: 20921-440;R$ 35.000,00;40%;27/04/2026;28/04/2026;R$ 14.000,00;R$ 420,00;R$ 700,00;R$ 700,00;R$ 700,00;R$ 16.520,00;R$ 18.480,00;111,86%;70;AMARELO
0011093-31.2015.5.01.0082;Rio de Janeiro;RJ;Mobiliário;N/D;R$ 35.000,00;100%;27/04/2026;28/04/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;-R$ 6.300,00;-15,25%;75;AMARELO
0000095-47.2024.5.06.0341;PESQUEIRA;PE;Equipamento/Móveis;RUA BARÃO DE CIMBRE, 81, São Sebastião;R$ 24.000,00;50%;17/03/2026;13/07/2026;R$ 12.000,00;R$ 360,00;R$ 600,00;R$ 600,00;R$ 600,00;R$ 14.160,00;R$ 9.840,00;69,49%;88;VERDE
5000310-15.2022.8.13.0097;Conceição dos Ouros;MG;Bens Móveis;Rua José Francisco Santana, 265, Bairro Chácara dos Euclides, Conceição dos Ouros/MG;R$ 15.500,00;50%;07/05/2026;07/05/2026;R$ 7.750,00;R$ 232,50;R$ 387,50;R$ 387,50;R$ 387,50;R$ 9.145,00;R$ 6.355,00;69,49%;60;AMARELO
0000458-74.2025.8.26.0120;Cândido Mota;SP;Bem Móvel;Praça Antônio Pipolo, S/Nº, Edifício do Fórum local, Centro;R$ 3.000,00;60%;17/04/2026;13/05/2026;R$ 1.800,00;R$ 54,00;R$ 90,00;R$ 90,00;R$ 90,00;R$ 2.124,00;R$ 876,00;41,24%;95;VERDE
0000213-20.2025.8.26.0393;Matão;SP;Sucata de motocicleta;R. José Artimonte, IV Centenário, Matão/SP, CEP 15992-505;R$ 105,00;60%;17/03/2026;14/04/2026;R$ 63,00;R$ 1,89;R$ 3,15;R$ 3,15;R$ 3,15;R$ 74,34;R$ 30,66;41,24%;65;AMARELO
0001462-47.2010.5.12.0045;BALNEÁRIO CAMBORIÚ;SC;Não informado;Não informado;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;100;VERMELHO
0001462-47.2010.5.12.0045;BALNEÁRIO CAMBORIÚ;SC;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0020840-50.2019.5.04.0027;Porto Alegre;RS;Não especificado;Não informado;R$ 0,00;50%;14/05/2026;14/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
0010143-18.2015.5.03.0033;Coronel Fabriciano;MG;Veículo;Não encontrado;R$ 0,00;50%;Não encontrado;Não encontrado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0010143-18.2015.5.03.0033;Coronel Fabriciano;MG;Não informado;Não informado;R$ 0,00;50%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0010143-18.2015.5.03.0033;Coronel Fabriciano;MG;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0010143-18.2015.5.03.0033;Coronel Fabriciano;MG;Não informado;Não informado;R$ 0,00;50%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0037800-41.1995.5.02.0007;São Paulo;SP;Imóvel;Praça Isai Leiner 124;R$ 0,00;50%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
5185824-95.2024.8.13.0024;Belo Horizonte;MG;Imóvel Residencial;Não informado;R$ 0,00;50%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0000187-17.2026.8.26.0448;Guarulhos;SP;Veículo;Não se aplica;R$ 0,00;50%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;15;VERMELHO
0000197-61.2026.8.26.0448;Guarulhos;SP;Motocicleta;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0000203-68.2026.8.26.0448;Guarulhos;SP;Veículo;Guarulhos, SP;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0101888-83.2016.5.01.0491;Rio de Janeiro;RJ;Sala Comercial;Rua Jardim Botânico, nº 657, sala 707, bairro Jardim Botânico;R$ 0,00;50%;06/04/2026;07/04/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO
0000173-33.2026.8.26.0448;Guarulhos;SP;Veículo;Não se aplica;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;35;VERMELHO
0000173-33.2026.8.26.0448;Guarulhos;SP;Veículo;Não informado;R$ 0,00;50%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0000173-33.2026.8.26.0448;Guarulhos;SP;Veículo;Não se aplica;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0000118-05.2023.8.26.0443;Piedade;SP;Lote de Terreno;Lote de Terreno sob nº 32 da Quadra O, com frente para a Rua 5 do Loteamento denominado Vila Olinda, Piedade-SP;R$ 0,00;50%;15/04/2026;08/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO
