Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
1004000-47.2019.8.26.0297;Jales;SP;Casa;Rua dos Guatambus, nº 1.375, Jardim Brasil, em Jales/SP;R$ 171.816,37;60%;17/04/2026;07/05/2026;R$ 103.089,82;R$ 3.092,69;R$ 5.154,49;R$ 5.154,49;R$ 5.154,49;R$ 121.645,99;R$ 50.170,38;41,24%;20;VERMELHO
0000502-50.2021.8.26.0309;Paranapanema;SP;Terreno;Lote 19, Quadra FV, Rua 02, Loteamento Terras de Santa Cristina Gleba VI, Paranapanema;R$ 156.180,24;60%;08/05/2026;01/06/2026;R$ 93.708,14;R$ 2.811,24;R$ 4.685,41;R$ 4.685,41;R$ 4.685,41;R$ 110.575,61;R$ 45.604,63;41,24%;55;VERMELHO
1001627-41.2022.8.26.0102;Silveiras;SP;Terreno;Lote 8, Quadra C, Conjunto Geraldo Silva Carvalho, Rua Antônio Raul de Campos, Silveiras;R$ 155.000,00;50%;04/05/2026;28/05/2026;R$ 77.500,00;R$ 2.325,00;R$ 3.875,00;R$ 3.875,00;R$ 3.875,00;R$ 91.450,00;R$ 63.550,00;69,49%;65;AMARELO
0029965-48.2022.8.26.0100;Imbé;RS;Terreno;Lote 14, Quadra 32, Loteamento Nova Nordeste, Rua 11, distante 15m00 da esquina com a Rua 8;R$ 150.000,00;60%;08/05/2026;01/06/2026;R$ 90.000,00;R$ 2.700,00;R$ 4.500,00;R$ 4.500,00;R$ 4.500,00;R$ 106.200,00;R$ 43.800,00;41,24%;65;AMARELO
0004991-37.2014.8.26.0484;Promissão;SP;Casa;Avenida Pedro de Toledo, 1191, Promissão/SP;R$ 146.666,66;50%;04/05/2026;26/05/2026;R$ 73.333,33;R$ 2.200,00;R$ 3.666,67;R$ 3.666,67;R$ 3.666,67;R$ 86.533,33;R$ 60.133,33;69,49%;55;VERMELHO
0009910-49.2011.8.26.0363;Mogi Mirim;SP;Casa;Rua Bráulio de Souza Leite, 80 - Jardim Maria Bonati Bordignon, Mogi Mirim - SP, 13803-096;R$ 144.968,55;60%;27/04/2026;26/05/2026;R$ 86.981,13;R$ 2.609,43;R$ 4.349,06;R$ 4.349,06;R$ 4.349,06;R$ 102.637,73;R$ 42.330,82;41,24%;75;AMARELO
1505886-95.2016.8.26.0566;São Carlos;SP;Terreno com casa inacabada;Rua Joaquim Appel, 714, Jardim Social Presidente Collor;R$ 142.000,00;50%;04/05/2026;27/05/2026;R$ 71.000,00;R$ 2.130,00;R$ 3.550,00;R$ 3.550,00;R$ 3.550,00;R$ 83.780,00;R$ 58.220,00;69,49%;70;AMARELO
0070625-62.2010.8.26.0114;Campinas;SP;Apartamento;Rua Barreto Leme, nº 913;R$ 133.833,65;60%;02/04/2026;01/06/2026;R$ 80.300,19;R$ 2.409,01;R$ 4.015,01;R$ 4.015,01;R$ 4.015,01;R$ 94.754,22;R$ 39.079,43;41,24%;35;VERMELHO
0001073-55.2020.8.26.0115;Campo Limpo Paulista;SP;Terreno;Alameda das Araucárias, n° 335, Loteamento Champs Privés, Campo Limpo Paulista/SP CEP: 13234-693;R$ 116.069,50;50%;02/04/2026;14/04/2026;R$ 58.034,75;R$ 1.741,04;R$ 2.901,74;R$ 2.901,74;R$ 2.901,74;R$ 68.481,01;R$ 47.588,50;69,49%;85;VERDE
1500697-51.2022.8.26.0397;Nuporanga;SP;Imóvel residencial;Rua Otávio Ferreira Viana, nº 228 – Nuporanga/SP;R$ 110.000,00;70%;24/03/2026;27/05/2026;R$ 77.000,00;R$ 2.310,00;R$ 3.850,00;R$ 3.850,00;R$ 3.850,00;R$ 90.860,00;R$ 19.140,00;21,07%;85;VERDE
1501600-40.2017.8.26.0566;São Carlos;SP;Casa;Rua Três, Lote 419, Quadra 4, Jardim Social Antenor Garcia;R$ 107.720,78;60%;06/07/2026;29/07/2026;R$ 64.632,47;R$ 1.938,97;R$ 3.231,62;R$ 3.231,62;R$ 3.231,62;R$ 76.266,31;R$ 31.454,47;41,24%;65;AMARELO
1505655-68.2016.8.26.0566;São Carlos;SP;Terreno com casa inacabada;Rua Cinquenta e oito, Lote 2153A, Quadra 98, Loteamento Cidade Aracy, São Carlos/SP;R$ 96.791,34;60%;06/07/2026;29/07/2026;R$ 58.074,80;R$ 1.742,24;R$ 2.903,74;R$ 2.903,74;R$ 2.903,74;R$ 68.528,27;R$ 28.263,07;41,24%;40;VERMELHO
1000699-11.2022.8.26.0581;São Manuel;SP;Terreno;Rua José Reinaldo e Milton de Oliveira, nº 217, Residencial Nova Conquista II, São Manuel – SP, CEP 18656-248;R$ 92.125,14;60%;04/05/2026;27/05/2026;R$ 55.275,08;R$ 1.658,25;R$ 2.763,75;R$ 2.763,75;R$ 2.763,75;R$ 65.224,60;R$ 26.900,54;41,24%;25;VERMELHO
1500708-57.2018.8.26.0062;Bariri;SP;Casa;Avenida Rafael Cordeiro, nº 50, Jardim Alvorada, Bariri/SP;R$ 90.669,74;80%;28/04/2026;25/05/2026;R$ 72.535,79;R$ 2.176,07;R$ 3.626,79;R$ 3.626,79;R$ 3.626,79;R$ 85.592,23;R$ 5.077,51;5,93%;85;VERDE
1014271-08.2018.8.26.0344;Marília;SP;Casa;Rua Joaquim Carlos Coimbra, nº 309, Bairro Coimbra, Marília;R$ 85.301,42;50%;25/03/2026;17/04/2026;R$ 42.650,71;R$ 1.279,52;R$ 2.132,54;R$ 2.132,54;R$ 2.132,54;R$ 50.327,84;R$ 34.973,58;69,49%;70;AMARELO
1005630-13.2017.8.26.0038;Araras;SP;Veículo;Rua Narciso Franzini, nº 131, Araras/SP;R$ 80.000,00;50%;27/04/2026;27/05/2026;R$ 40.000,00;R$ 1.200,00;R$ 2.000,00;R$ 2.000,00;R$ 2.000,00;R$ 47.200,00;R$ 32.800,00;69,49%;90;VERDE
0009352-90.2018.8.26.0344;Marília;SP;Veículo;Rua José Reis Cava das, s/nº, Chácara Bica da Pedra, Marília – SP;R$ 70.000,00;50%;25/03/2026;17/04/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;R$ 28.700,00;69,49%;80;VERDE
1003410-35.2023.8.26.0037;Araraquara;SP;Apartamento;Avenida Doutor Miguel Couto número 543;R$ 59.227,77;60%;01/04/2026;22/04/2026;R$ 35.536,66;R$ 1.066,10;R$ 1.776,83;R$ 1.776,83;R$ 1.776,83;R$ 41.933,26;R$ 17.294,51;41,24%;45;VERMELHO
1000360-68.2024.8.26.0359;Mirante do Paranapanema;SP;Estoque de Bens Móveis;Avenida Zil Brasil, nº 423, Centro;R$ 58.518,77;60%;11/05/2026;10/06/2026;R$ 35.111,26;R$ 1.053,34;R$ 1.755,56;R$ 1.755,56;R$ 1.755,56;R$ 41.431,29;R$ 17.087,48;41,24%;85;VERDE
0040152-52.2021.8.26.0100;São Paulo;SP;Vaga de Garagem;Avenida Angélica, nº 430, esquina com a Alameda Barros nºs 376 e 380, no 11º subdistrito, Santa Cecília;R$ 57.214,54;50%;28/05/2026;01/07/2026;R$ 28.607,27;R$ 858,22;R$ 1.430,36;R$ 1.430,36;R$ 1.430,36;R$ 33.756,58;R$ 23.457,96;69,49%;80;VERDE
1501424-94.2019.8.26.0306;José Bonifácio;SP;Veículo;Rua Orlando Lourenço, n° 403, Uchoa/SP;R$ 50.486,19;60%;04/05/2026;27/05/2026;R$ 30.291,71;R$ 908,75;R$ 1.514,59;R$ 1.514,59;R$ 1.514,59;R$ 35.744,22;R$ 14.741,97;41,24%;30;VERMELHO
0001986-96.2021.8.26.0666;Artur Nogueira;SP;Veículo automotor;N/D;R$ 48.000,00;50%;16/03/2026;19/03/2026;R$ 24.000,00;R$ 720,00;R$ 1.200,00;R$ 1.200,00;R$ 1.200,00;R$ 28.320,00;R$ 19.680,00;69,49%;15;VERMELHO
1500599-58.2019.8.26.0272;Itapira;SP;Apartamento;Rua Deodato Cintra, 362, bloco SCVI-B 6, apartamento 42, Conjunto Habitacional São Judas Tadeu, Itapira-SP, CEP 13972-346;R$ 45.000,00;60%;30/04/2026;22/05/2026;R$ 27.000,00;R$ 810,00;R$ 1.350,00;R$ 1.350,00;R$ 1.350,00;R$ 31.860,00;R$ 13.140,00;41,24%;85;VERDE
0150529-47.2008.8.26.0100;São Paulo;SP;Veículos e Sucatas;Múltiplos endereços (consultar edital);R$ 43.300,00;50%;10/04/2026;07/05/2026;R$ 21.650,00;R$ 649,50;R$ 1.082,50;R$ 1.082,50;R$ 1.082,50;R$ 25.547,00;R$ 17.753,00;69,49%;60;AMARELO
0000378-72.2024.8.26.0144;Conchal;SP;Veículo;Rua Lourenço Dias, 647, centro, Araras/SP;R$ 42.000,00;50%;22/04/2026;13/05/2026;R$ 21.000,00;R$ 630,00;R$ 1.050,00;R$ 1.050,00;R$ 1.050,00;R$ 24.780,00;R$ 17.220,00;69,49%;35;VERMELHO
0006020-19.2024.8.26.0114;Campinas;SP;Veículo;Rua Itacolomi, 65, Jardim Itayu, Campinas, SP, 13.101-360;R$ 40.015,00;60%;04/05/2026;27/05/2026;R$ 24.009,00;R$ 720,27;R$ 1.200,45;R$ 1.200,45;R$ 1.200,45;R$ 28.330,62;R$ 11.684,38;41,24%;70;AMARELO
1500617-79.2019.8.26.0272;Itapira;SP;Apartamento;Rua Deodato Cintra, 362, Bloco A-8, Apto 21, Cubatão, CEP 13972-346, Itapira/SP;R$ 40.000,00;60%;28/05/2026;18/06/2026;R$ 24.000,00;R$ 720,00;R$ 1.200,00;R$ 1.200,00;R$ 1.200,00;R$ 28.320,00;R$ 11.680,00;41,24%;90;VERDE
1014894-47.2023.8.26.0037;Araraquara;SP;Apartamento;Avenida João Soares e Arruda, 1.444, Apartamento 203, Bloco 8, Condomínio Parque Álamo, Araraquara;R$ 38.465,77;60%;06/05/2026;27/05/2026;R$ 23.079,46;R$ 692,38;R$ 1.153,97;R$ 1.153,97;R$ 1.153,97;R$ 27.233,77;R$ 11.232,00;41,24%;25;VERMELHO
1500180-09.2017.8.26.0272;Itapira;SP;Apartamento;Rua Deodato Cintra 362, Bloco A-7, Apartamento 03, Cubatão, Itapira/SP;R$ 38.000,00;60%;27/04/2026;22/05/2026;R$ 22.800,00;R$ 684,00;R$ 1.140,00;R$ 1.140,00;R$ 1.140,00;R$ 26.904,00;R$ 11.096,00;41,24%;70;AMARELO
1014250-41.2022.8.26.0037;Araraquara;SP;Apartamento;Avenida Miguel Bucalem número 468;R$ 35.731,37;60%;05/05/2026;29/05/2026;R$ 21.438,82;R$ 643,16;R$ 1.071,94;R$ 1.071,94;R$ 1.071,94;R$ 25.297,81;R$ 10.433,56;41,24%;10;VERMELHO
1000237-66.2024.8.26.0037;Araraquara;SP;Apartamento;Avenida 01 – Labo “B” número 601, em Araraquara;R$ 35.025,73;60%;06/05/2026;27/05/2026;R$ 21.015,44;R$ 630,46;R$ 1.050,77;R$ 1.050,77;R$ 1.050,77;R$ 24.798,22;R$ 10.227,51;41,24%;5;VERMELHO
1141836-32.2023.8.26.0100;São Paulo;SP;Bens Móveis;Local de retirada a ser agendado com a leiloeira.;R$ 28.747,56;50%;09/04/2026;17/04/2026;R$ 14.373,78;R$ 431,21;R$ 718,69;R$ 718,69;R$ 718,69;R$ 16.961,06;R$ 11.786,50;69,49%;65;AMARELO
1501417-05.2022.8.26.0272;Itapira;SP;Veículo;Rua Batista Guezzi, 00015, Barao Ataliba Nogueira, CEP 13986-000, Itapira - SP;R$ 28.000,00;60%;25/05/2026;18/06/2026;R$ 16.800,00;R$ 504,00;R$ 840,00;R$ 840,00;R$ 840,00;R$ 19.824,00;R$ 8.176,00;41,24%;68;AMARELO
1000428-48.2023.8.26.0037;Araraquara;SP;Apartamento;Avenida João Soares e Arruda, 1.444, Apartamento 301, Bloco 19, Condomínio Parque Álamo;R$ 26.362,44;60%;01/04/2026;22/04/2026;R$ 15.817,46;R$ 474,52;R$ 790,87;R$ 790,87;R$ 790,87;R$ 18.664,61;R$ 7.697,83;41,24%;5;VERMELHO
0001094-92.2019.8.26.0300;Jardinópolis;SP;Veículo;Rua João Batuta, 365;R$ 24.038,57;50%;29/05/2026;26/06/2026;R$ 12.019,29;R$ 360,58;R$ 600,96;R$ 600,96;R$ 600,96;R$ 14.182,76;R$ 9.855,81;69,49%;90;VERDE
0012814-59.2018.8.26.0278;Cananéia;SP;Terreno;Lote de terreno nº 08, quadra 08, Empreendimento Parque Náutico/Sitio Duarte, Cananéia/SP;R$ 22.891,74;60%;12/05/2026;11/06/2026;R$ 13.735,04;R$ 412,05;R$ 686,75;R$ 686,75;R$ 686,75;R$ 16.207,35;R$ 6.684,39;41,24%;20;VERMELHO
1006448-50.2024.8.26.0286;Itu;SP;Veículo;Rua dos Girassóis, nº 53, JD DAS ROSAS, ITU-SP, CEP 13.309-492;R$ 21.445,51;50%;14/05/2026;08/06/2026;R$ 10.722,76;R$ 321,68;R$ 536,14;R$ 536,14;R$ 536,14;R$ 12.652,85;R$ 8.792,66;69,49%;30;VERMELHO
0002577-42.2023.8.26.0196;Franca;SP;Veículo;Av. Dom Pedro I, 5201, Apto 13 C, Bloco Amarelo, Franca/SP;R$ 20.000,00;50%;15/04/2026;08/05/2026;R$ 10.000,00;R$ 300,00;R$ 500,00;R$ 500,00;R$ 500,00;R$ 11.800,00;R$ 8.200,00;69,49%;50;VERMELHO
0000853-44.2023.8.26.0247;Ilhabela;SP;Veículo;Dados de identificação: Placa DPR8735, Chassi 9BGRX08X05G166639, Renavam 00847647269;R$ 14.657,76;60%;04/05/2026;26/05/2026;R$ 8.794,66;R$ 263,84;R$ 439,73;R$ 439,73;R$ 439,73;R$ 10.377,69;R$ 4.280,07;41,24%;35;VERMELHO
1503197-38.2023.8.26.0306;José Bonifácio;SP;Veículo;Rua Enock Correa Leite, 365, Jardim Nova Conceição, José Bonifácio - SP;R$ 12.610,86;60%;18/05/2026;10/06/2026;R$ 7.566,52;R$ 227,00;R$ 378,33;R$ 378,33;R$ 378,33;R$ 8.928,49;R$ 3.682,37;41,24%;65;AMARELO
1503872-63.2025.8.26.0392;Lençóis Paulista;SP;Veículo;Rua Elias José da Silva, nº 133, Chácaras das Flores, Lençóis Paulista/SP;R$ 10.300,00;60%;22/05/2026;19/06/2026;R$ 6.180,00;R$ 185,40;R$ 309,00;R$ 309,00;R$ 309,00;R$ 7.292,40;R$ 3.007,60;41,24%;90;VERDE
0000952-75.2025.8.26.0495;Registro;SP;Equipamento;Rua Alcides Passos Carneiro, 139 - Jardim Paulista;R$ 10.120,00;60%;30/03/2026;26/04/2026;R$ 6.072,00;R$ 182,16;R$ 303,60;R$ 303,60;R$ 303,60;R$ 7.164,96;R$ 2.955,04;41,24%;88;VERDE
1503040-38.2024.8.26.0530;Ribeirão Preto;SP;Veículo (Sucata);Pátio MTY conveniado da Polícia Civil na cidade de Dumont/SP;R$ 7.500,00;60%;23/03/2026;12/05/2026;R$ 4.500,00;R$ 135,00;R$ 225,00;R$ 225,00;R$ 225,00;R$ 5.310,00;R$ 2.190,00;41,24%;15;VERMELHO
0000484-93.2020.8.26.0493;Regente Feijó;SP;Veículo;Regente Feijó;R$ 7.290,00;60%;06/04/2026;28/04/2026;R$ 4.374,00;R$ 131,22;R$ 218,70;R$ 218,70;R$ 218,70;R$ 5.161,32;R$ 2.128,68;41,24%;40;VERMELHO
0012023-96.2012.8.26.0344;Marília;SP;Veículo;Rua Salvador Turati, 70, Conjunto Habitacional Monsenho;R$ 7.200,00;50%;25/03/2026;17/04/2026;R$ 3.600,00;R$ 108,00;R$ 180,00;R$ 180,00;R$ 180,00;R$ 4.248,00;R$ 2.952,00;69,49%;55;VERMELHO
1501517-18.2023.8.26.0306;José Bonifácio;SP;Veículo;Sítio NSA, S/N, Zona Rural, José Bonifácio/SP;R$ 7.082,23;60%;05/05/2026;28/05/2026;R$ 4.249,34;R$ 127,48;R$ 212,47;R$ 212,47;R$ 212,47;R$ 5.014,22;R$ 2.068,01;41,24%;38;VERMELHO
1001313-02.2020.8.26.0673;Flórida Paulista;SP;Veículo;Rua Carlos Burjato, nº 193, Centro, Flórida Paulista/SP;R$ 5.000,00;60%;29/04/2026;09/06/2026;R$ 3.000,00;R$ 90,00;R$ 150,00;R$ 150,00;R$ 150,00;R$ 3.540,00;R$ 1.460,00;41,24%;70;AMARELO
1500414-25.2016.8.26.0272;Itapira;SP;Peça de Veículo;Rua Professora Maria Luiza Vieira, 00515, Jardim Camboriu - CEP 13973-119, Itapira-SP;R$ 2.500,00;60%;25/05/2026;18/06/2026;R$ 1.500,00;R$ 45,00;R$ 75,00;R$ 75,00;R$ 75,00;R$ 1.770,00;R$ 730,00;41,24%;35;VERMELHO
0512102-65.2011.8.26.0566;São Carlos;SP;EQUIPAMENTO;Rua Henrique Gregori, nº 817, Vila Boa Vista, São Carlos/SP;R$ 2.500,00;60%;06/07/2026;29/07/2026;R$ 1.500,00;R$ 45,00;R$ 75,00;R$ 75,00;R$ 75,00;R$ 1.770,00;R$ 730,00;41,24%;85;VERDE
0002098-93.2025.8.26.0191;Ferraz de Vasconcelos;SP;Bem Móvel (Linha para costura);Rua Sebastiao Leite, n.º 201, B, Jardim Vista Alegre, Ferraz de Vasconcelos/SP, CEP: 08531-010;R$ 1.920,00;60%;15/04/2026;15/04/2026;R$ 1.152,00;R$ 34,56;R$ 57,60;R$ 57,60;R$ 57,60;R$ 1.359,36;R$ 560,64;41,24%;45;VERMELHO
1008242-14.2023.8.26.0037;Araraquara;SP;Apartamento;Avenida Governador Orestes Quércia número 1.301, Araraquara;R$ 1.773,89;60%;06/05/2026;27/05/2026;R$ 1.064,33;R$ 31,93;R$ 53,22;R$ 53,22;R$ 53,22;R$ 1.255,91;R$ 517,98;41,24%;30;VERMELHO
0040152-52.2021.8.26.0100;São Paulo;SP;Vaga de Garagem;rua Aurora nos 424 e 440;R$ 1.606,29;50%;28/05/2026;16/06/2026;R$ 803,15;R$ 24,09;R$ 40,16;R$ 40,16;R$ 40,16;R$ 947,71;R$ 658,58;69,49%;80;VERDE
1507156-57.2016.8.26.0566;São Carlos;SP;Notebook;Rua Miguel Mazzei, 81, Residencial Samambaia;R$ 1.400,00;60%;06/07/2026;29/07/2026;R$ 840,00;R$ 25,20;R$ 42,00;R$ 42,00;R$ 42,00;R$ 991,20;R$ 408,80;41,24%;45;VERMELHO
1500567-45.2025.8.26.0530;Dumont;SP;Sucata de motocicleta;Pátio MTY conveniado da Polícia Civil, cidade de Dumont/SP;R$ 300,00;80%;31/03/2026;04/05/2026;R$ 240,00;R$ 7,20;R$ 12,00;R$ 12,00;R$ 12,00;R$ 283,20;R$ 16,80;5,93%;20;VERMELHO
1526972-54.2025.8.26.0228;São Paulo;SP;Casa;Rua dos Taxistas, 32, Jardim Noronha, CEP 04853-184, São Paulo - SP;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1508146-16.2023.8.26.0562;Santos;SP;N/D;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
0003666-68.2016.8.26.0189;Fernandópolis;SP;Veículo;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1500246-97.2024.8.26.0189;Fernandópolis;SP;Não Informado;Não Informado;R$ 0,00;0%;Não Informado;Não Informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1526972-54.2025.8.26.0228;São Paulo;SP;Celular e Motocicleta;Bens móveis sem endereço fixo;R$ 0,00;0%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1005668-91.2024.8.26.0066;N/D;N/D;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0000274-70.2026.8.26.0448;Guarulhos;SP;Veículo;N/D;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;35;VERMELHO
0019608-20.2025.8.26.0224;Guarulhos;SP;Veículo;Não se aplica;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0024631-44.2025.8.26.0224;Guarulhos;SP;Veículo;Não aplicável;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0025377-09.2025.8.26.0224;Guarulhos;SP;Motocicleta;N/A;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;15;VERMELHO
0023617-25.2025.8.26.0224;Guarulhos;SP;Veículo;N/A;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;35;VERMELHO
0000305-90.2026.8.26.0448;Guarulhos;SP;Veículo;Veículo apreendido em Guarulhos/SP;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;35;VERMELHO
0025357-18.2025.8.26.0224;Guarulhos;SP;Veículo;N/A;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0025188-31.2025.8.26.0224;Guarulhos;SP;Veículo;Não aplicável (Veículo);R$ 0,00;0%;01/01/1900;01/01/1900;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0024144-74.2025.8.26.0224;Guarulhos;SP;Veículo;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0023819-02.2025.8.26.0224;Guarulhos;SP;Veículo;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
0000311-97.2026.8.26.0448;Guarulhos;SP;Veículo;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;35;VERMELHO
0025381-46.2025.8.26.0224;Guarulhos;SP;Veículo;Não informado;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
0000322-29.2026.8.26.0448;Guarulhos;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;65;AMARELO
0000318-89.2026.8.26.0448;Guarulhos;SP;Veículo;Não se aplica;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0000340-50.2026.8.26.0448;Taboão da Serra;SP;Veículo;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;55;VERMELHO
0000339-65.2026.8.26.0448;Guarulhos;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
0000341-35.2026.8.26.0448;Guarulhos;SP;Veículo;Não informado;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
1537089-66.2019.8.26.0050;São Paulo;SP;Apartamento;Rua Aveleda, 87, bloco 01, apto. 108, Jardim Santa Terezinha (zona Leste);R$ 0,00;0%;01/01/1900;01/01/1900;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1536861-52.2023.8.26.0050;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1500308-26.2019.8.26.0315;N/D;SP;N/D;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1570373-55.2025.8.26.0050;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1501194-79.2022.8.26.0554;Santo André;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
0002964-68.2011.8.26.0102;Cachoeira Paulista;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1508825-63.202ão;São Paulo;SP;Casa;Rua Filipe Camarao, 20, Casa 04, Parque Vila Maria, CEP 02169-230;R$ 0,00;0%;02/07/2026;02/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
1523675-10.2023.8.26.0228;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1502260-68.2023.8.26.0616;Mogi das Cruzes;SP;N/A - Não é edital de leilão de imóvel;N/A - Endereço do réu, não de imóvel em leilão;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1510846-02.2020.8.26.0228;São Paulo;SP;N/A;N/A;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1503441-87.2022.8.26.0536;Praia Grande;SP;Veículo;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0019291-45.2014.8.26.0050;São Paulo;SP;N/D;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
