Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0001005-65.2014.5.02.0073;Iguape;SP;Terreno;Lote nº 09, Quadra CX, Loteamento Aquarius I, Rua 15, Rio Pindú-Mirim, Iguape/SP;R$ 28.000,00;80%;25/06/2026;25/06/2026;R$ 22.400,00;R$ 672,00;R$ 1.120,00;R$ 1.120,00;R$ 1.120,00;R$ 26.432,00;R$ 1.568,00;5,93%;20;VERMELHO
1000189-71.2025.5.02.0464;São Bernardo do Campo;SP;Bens Móveis;Rua Marechal Deodoro, 1200, Centro;R$ 27.588,07;50%;25/06/2026;25/06/2026;R$ 13.794,04;R$ 413,82;R$ 689,70;R$ 689,70;R$ 689,70;R$ 16.276,96;R$ 11.311,11;69,49%;85;VERDE
1001624-80.2018.5.02.0511;Barueri;SP;Veículo;Estrada Velha de Itapevi, nº 4174, Jardim Paulista, Barueri/SP;R$ 26.500,00;50%;14/07/2026;14/07/2026;R$ 13.250,00;R$ 397,50;R$ 662,50;R$ 662,50;R$ 662,50;R$ 15.635,00;R$ 10.865,00;69,49%;45;VERMELHO
1000159-47.2016.5.02.0433;Guarujá;SP;Vaga de Garagem;Avenida Gerson Maturani, 193 - Edifício Porto Sol - Enseada;R$ 25.000,00;60%;14/07/2026;14/07/2026;R$ 15.000,00;R$ 450,00;R$ 750,00;R$ 750,00;R$ 750,00;R$ 17.700,00;R$ 7.300,00;41,24%;75;AMARELO
1000689-43.2024.5.02.0054;São Bernardo do Campo;SP;Motoneta;Rua João Gastaldo, nº 86, Apto. 51, Centro, São Bernardo do Campo/SP;R$ 17.000,00;30%;14/07/2026;14/07/2026;R$ 5.100,00;R$ 153,00;R$ 255,00;R$ 255,00;R$ 255,00;R$ 6.018,00;R$ 10.982,00;182,49%;75;AMARELO
1000873-52.2023.5.02.0371;São Paulo;SP;Veículo;Rua Paulo Eduardo do Valle Pereira, 347 - Jd. Cambuci - São Paulo/SP;R$ 15.000,00;30%;14/07/2026;14/07/2026;R$ 4.500,00;R$ 135,00;R$ 225,00;R$ 225,00;R$ 225,00;R$ 5.310,00;R$ 9.690,00;182,49%;85;VERDE
0296700-08.1992.5.02.0017;Peruíbe;SP;Lote de Terreno;Lote 04, Quadra 10, de frente para a Avenida Nova Peruíbe, Cidade Balneária Nova Peruíbe;R$ 12.915,00;40%;25/06/2026;25/06/2026;R$ 5.166,00;R$ 154,98;R$ 258,30;R$ 258,30;R$ 258,30;R$ 6.095,88;R$ 6.819,12;111,86%;95;VERDE
1000197-65.2025.5.02.0038;São Paulo;SP;Mobiliário;Rua Clemente Pereira, nº 759, Ipiranga, São Paulo/SP;R$ 11.980,00;50%;14/07/2026;14/07/2026;R$ 5.990,00;R$ 179,70;R$ 299,50;R$ 299,50;R$ 299,50;R$ 7.068,20;R$ 4.911,80;69,49%;90;VERDE
1000268-05.2020.5.02.0471;São Caetano do Sul;SP;Bens Móveis;Rua Francesco de Martini, nº 549, Osvaldo Cruz;R$ 10.000,00;20%;14/07/2026;14/07/2026;R$ 2.000,00;R$ 60,00;R$ 100,00;R$ 100,00;R$ 100,00;R$ 2.360,00;R$ 7.640,00;323,73%;70;AMARELO
0188100-27.2003.5.02.0074;Peruíbe;SP;Casa em Terreno;Rua Pernambuco, 199 (Lote 02, Quadra 64), Balneário Stella Maris, Peruíbe/SP;R$ 9.722,22;40%;14/07/2026;14/07/2026;R$ 3.888,89;R$ 116,67;R$ 194,44;R$ 194,44;R$ 194,44;R$ 4.588,89;R$ 5.133,33;111,86%;20;VERMELHO
1000010-89.2023.5.02.0341;Itaquaquecetuba;SP;Veículo;Rua Tiradentes, nº 369, Vila Maria Augusta;R$ 8.000,00;30%;14/07/2026;14/07/2026;R$ 2.400,00;R$ 72,00;R$ 120,00;R$ 120,00;R$ 120,00;R$ 2.832,00;R$ 5.168,00;182,49%;85;VERDE
1001119-10.2021.5.02.0471;São Caetano do Sul;SP;Mobiliário;Rua Francesco de Martini, nº 549, Osvaldo Cruz, São Caetano do Sul/SP;R$ 5.000,00;20%;14/07/2026;14/07/2026;R$ 1.000,00;R$ 30,00;R$ 50,00;R$ 50,00;R$ 50,00;R$ 1.180,00;R$ 3.820,00;323,73%;85;VERDE
1001430-74.2018.5.02.0319;Guarulhos;SP;Bens Móveis;Av. Papa João Paulo, nº 2830, Jardim Presidente Dutra;R$ 4.050,00;70%;14/07/2026;14/07/2026;R$ 2.835,00;R$ 85,05;R$ 141,75;R$ 141,75;R$ 141,75;R$ 3.345,30;R$ 704,70;21,07%;85;VERDE
0002327-53.2015.5.02.0084;São Paulo;SP;Título de sócio;Praça Rockford, 28, Vila Represa, São Paulo/SP;R$ 4.000,00;20%;14/07/2026;14/07/2026;R$ 800,00;R$ 24,00;R$ 40,00;R$ 40,00;R$ 40,00;R$ 944,00;R$ 3.056,00;323,73%;70;AMARELO
1000668-83.2019.5.02.0461;São Paulo;SP;Bens Móveis;Rua Capitão Eugênio de Macedo, nº 311, Vila Silva Teles;R$ 3.450,00;70%;14/07/2026;14/07/2026;R$ 2.415,00;R$ 72,45;R$ 120,75;R$ 120,75;R$ 120,75;R$ 2.849,70;R$ 600,30;21,07%;90;VERDE
0001304-26.2014.5.02.0434;Santo André;SP;Imóvel;Não informado;R$ 0,00;40%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
0001900-10.2014.5.02.0434;Santo André;SP;Imóvel;N/D;R$ 0,00;40%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;45;VERMELHO
1002188-17.2023.5.02.0242;Cotia;SP;Não informado;Não informado;R$ 0,00;0%;23/06/2026;23/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1002188-17.2023.5.02.0242;Cotia;SP;Não informado;Não informado;R$ 0,00;0%;23/06/2026;23/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;45;VERMELHO
0087900-28.1998.5.02.0481;São Vicente;SP;Imóvel;N/D;R$ 0,00;40%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;55;VERMELHO
1000194-51.2018.5.02.0331;N/D;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1000194-51.2018.5.02.0331;N/D;N/D;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1001056-48.2022.5.02.0471;São Caetano do Sul;SP;Imóvel;N/D;R$ 0,00;40%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0080800-03.2009.5.02.0007;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
0080800-03.2009.5.02.0007;São Paulo;SP;Apartamento;Não informado;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
1000119-52.2019.5.02.0080;São Paulo;SP;Apartamento;Estrada do Campo Limpo, 6865, Apto 21;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1000057-59.2019.5.02.0711;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1001503-78.2016.5.02.0331;Itapecerica da Serra;SP;Máquinas e Equipamentos Industriais;Não informado;R$ 0,00;0%;N/A;N/A;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1001504-63.2016.5.02.0331;Itapecerica da Serra;SP;Equipamentos industriais;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
0000275-70.2011.5.02.0037;São Paulo;SP;Não informado;Não informado;R$ 0,00;50%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
1002555-07.2016.5.02.0462;São Bernardo do Campo;SP;N/D;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0108800-18.2007.5.02.0319;N/D;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1001419-03.2021.5.02.0008;São Paulo;SP;Imóvel;N/D;R$ 0,00;50%;14/07/2026;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;50;VERMELHO
1001877-21.2023.5.02.0082;São Paulo;SP;Não informado;Não informado;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0000743-55.2010.5.02.0009;N/A;SP;N/A;N/A;R$ 0,00;0%;N/A;N/A;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0000743-55.2010.5.02.0009;N/D;N/D;N/D;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
0058600-89.1996.5.02.0481;São Vicente;SP;Imóvel;Não informado;R$ 0,00;40%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
1000796-22.2020.5.02.0703;Itanhaém;SP;Imóvel;N/D;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
1000268-05.2020.5.02.0471;São Caetano do Sul;SP;Imóvel;N/D;R$ 0,00;40%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1001219-23.2025.5.02.0471;São Caetano do Sul;SP;Não especificado;Não especificado;R$ 0,00;50%;Não especificado;Não especificado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
1001339-42.2020.5.02.0471;São Caetano do Sul;SP;Não especificado;Não especificado;R$ 0,00;20%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;50;VERMELHO
0000012-06.2014.5.02.0434;São Bernardo do Campo;SP;Imóveis;Não informado;R$ 0,00;0%;14/07/2026;14/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;15;VERMELHO
0000588-28.2015.5.02.0025;São Bernardo do Campo;SP;Imóveis;Não informado;R$ 0,00;0%;14/07/2026;14/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
1000280-36.2023.5.02.0205;Cotia;SP;Imóvel;Não informado;R$ 0,00;0%;14/07/2026;14/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO
1001119-10.2021.5.02.0471;São Caetano do Sul;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;50;VERMELHO
